Year,State,Ag District,Ag District Code,County,Value
1997,ILLINOIS,WEST,30,KNOX,51.5
1996,ILLINOIS,WEST,30,KNOX,47.5
1995,ILLINOIS,WEST,30,KNOX,43.5
1994,ILLINOIS,WEST,30,KNOX,51.5
1993,ILLINOIS,WEST,30,KNOX,46.5
1992,ILLINOIS,WEST,30,KNOX,46.5
1991,ILLINOIS,WEST,30,KNOX,52.5
1990,ILLINOIS,WEST,30,KNOX,44
1989,ILLINOIS,WEST,30,KNOX,43.5
1988,ILLINOIS,WEST,30,KNOX,34.5
1987,ILLINOIS,WEST,30,KNOX,42.5
1986,ILLINOIS,WEST,30,KNOX,47
1985,ILLINOIS,WEST,30,KNOX,44.5
1984,ILLINOIS,WEST,30,KNOX,38
1983,ILLINOIS,WEST,30,KNOX,38.5
1982,ILLINOIS,WEST,30,KNOX,43
1981,ILLINOIS,WEST,30,KNOX,44
1980,ILLINOIS,WEST,30,KNOX,40
2022,ILLINOIS,NORTHEAST,20,LA SALLE,65.7
2020,ILLINOIS,NORTHEAST,20,LA SALLE,59.3
2019,ILLINOIS,NORTHEAST,20,LA SALLE,55.4
2018,ILLINOIS,NORTHEAST,20,LA SALLE,67.1
2017,ILLINOIS,NORTHEAST,20,LA SALLE,60.8
2016,ILLINOIS,NORTHEAST,20,LA SALLE,61.2
2015,ILLINOIS,NORTHEAST,20,LA SALLE,58.1
2014,ILLINOIS,NORTHEAST,20,LA SALLE,60.4
2013,ILLINOIS,NORTHEAST,20,LA SALLE,55.5
2012,ILLINOIS,NORTHEAST,20,LA SALLE,49.6
2011,ILLINOIS,NORTHEAST,20,LA SALLE,59.3
2010,ILLINOIS,NORTHEAST,20,LA SALLE,52.1
2009,ILLINOIS,NORTHEAST,20,LA SALLE,46
2008,ILLINOIS,NORTHEAST,20,LA SALLE,48
2007,ILLINOIS,NORTHEAST,20,LA SALLE,46
2006,ILLINOIS,NORTHEAST,20,LA SALLE,53
2005,ILLINOIS,NORTHEAST,20,LA SALLE,47
2004,ILLINOIS,NORTHEAST,20,LA SALLE,51
2003,ILLINOIS,NORTHEAST,20,LA SALLE,34
2002,ILLINOIS,NORTHEAST,20,LA SALLE,45
2001,ILLINOIS,NORTHEAST,20,LA SALLE,46
2000,ILLINOIS,NORTHEAST,20,LA SALLE,45
1999,ILLINOIS,NORTHEAST,20,LA SALLE,45
1998,ILLINOIS,NORTHEAST,20,LA SALLE,47.5
1997,ILLINOIS,NORTHEAST,20,LA SALLE,45.5
1996,ILLINOIS,NORTHEAST,20,LA SALLE,40.5
1995,ILLINOIS,NORTHEAST,20,LA SALLE,41
1994,ILLINOIS,NORTHEAST,20,LA SALLE,51
1993,ILLINOIS,NORTHEAST,20,LA SALLE,45.5
1992,ILLINOIS,NORTHEAST,20,LA SALLE,45
1991,ILLINOIS,NORTHEAST,20,LA SALLE,36
1990,ILLINOIS,NORTHEAST,20,LA SALLE,43.5
1989,ILLINOIS,NORTHEAST,20,LA SALLE,44.5
1988,ILLINOIS,NORTHEAST,20,LA SALLE,27
1987,ILLINOIS,NORTHEAST,20,LA SALLE,43.5
1986,ILLINOIS,NORTHEAST,20,LA SALLE,43.5
1985,ILLINOIS,NORTHEAST,20,LA SALLE,45
1984,ILLINOIS,NORTHEAST,20,LA SALLE,38
1983,ILLINOIS,NORTHEAST,20,LA SALLE,40
1982,ILLINOIS,NORTHEAST,20,LA SALLE,40
1981,ILLINOIS,NORTHEAST,20,LA SALLE,43.5
1980,ILLINOIS,NORTHEAST,20,LA SALLE,40
2022,ILLINOIS,NORTHEAST,20,LAKE,57.3
2021,ILLINOIS,NORTHEAST,20,LAKE,50.3
2020,ILLINOIS,NORTHEAST,20,LAKE,51.8
2019,ILLINOIS,NORTHEAST,20,LAKE,48.2
2018,ILLINOIS,NORTHEAST,20,LAKE,41.3
2016,ILLINOIS,NORTHEAST,20,LAKE,52.5
2015,ILLINOIS,NORTHEAST,20,LAKE,44
2014,ILLINOIS,NORTHEAST,20,LAKE,45
2012,ILLINOIS,NORTHEAST,20,LAKE,40
2010,ILLINOIS,NORTHEAST,20,LAKE,49.7
2009,ILLINOIS,NORTHEAST,20,LAKE,35
2008,ILLINOIS,NORTHEAST,20,LAKE,34
2007,ILLINOIS,NORTHEAST,20,LAKE,46
2006,ILLINOIS,NORTHEAST,20,LAKE,42
2005,ILLINOIS,NORTHEAST,20,LAKE,29
2004,ILLINOIS,NORTHEAST,20,LAKE,29
2003,ILLINOIS,NORTHEAST,20,LAKE,23
2002,ILLINOIS,NORTHEAST,20,LAKE,26
2001,ILLINOIS,NORTHEAST,20,LAKE,35
2000,ILLINOIS,NORTHEAST,20,LAKE,23
1999,ILLINOIS,NORTHEAST,20,LAKE,31
1998,ILLINOIS,NORTHEAST,20,LAKE,38.5
1997,ILLINOIS,NORTHEAST,20,LAKE,36
1996,ILLINOIS,NORTHEAST,20,LAKE,19.5
1995,ILLINOIS,NORTHEAST,20,LAKE,33.5
1994,ILLINOIS,NORTHEAST,20,LAKE,38
1993,ILLINOIS,NORTHEAST,20,LAKE,35
1992,ILLINOIS,NORTHEAST,20,LAKE,30
1991,ILLINOIS,NORTHEAST,20,LAKE,21.5
1990,ILLINOIS,NORTHEAST,20,LAKE,35
1989,ILLINOIS,NORTHEAST,20,LAKE,37
1988,ILLINOIS,NORTHEAST,20,LAKE,24
1987,ILLINOIS,NORTHEAST,20,LAKE,33
1986,ILLINOIS,NORTHEAST,20,LAKE,30
1985,ILLINOIS,NORTHEAST,20,LAKE,32.5
1984,ILLINOIS,NORTHEAST,20,LAKE,27
1983,ILLINOIS,NORTHEAST,20,LAKE,31
1982,ILLINOIS,NORTHEAST,20,LAKE,31.5
1981,ILLINOIS,NORTHEAST,20,LAKE,34
1980,ILLINOIS,NORTHEAST,20,LAKE,31.5
2022,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,58
2021,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,60.4
2020,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,57.9
2019,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,47.8
2018,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,54.1
2017,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,51
2015,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,50.8
2014,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,45.1
2013,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,41.8
2012,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,34.6
2011,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,44.7
2010,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,44.7
2009,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,38
2008,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,41
2007,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,36
2006,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,45
2005,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,44
2004,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,46
2003,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,42
2002,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,34
2001,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,42
2000,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,42
1999,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,37
1998,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,35.5
1997,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,34.5
1996,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,37
1995,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,32.5
1994,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,40
1993,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,38
1992,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,39.5
1991,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,30
1990,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,31.5
1989,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,33
1988,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,25.5
1987,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,28
1986,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,35
1985,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,32
1984,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,29.5
1983,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,22
1982,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,33
1981,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,32.5
1980,ILLINOIS,EAST SOUTHEAST,70,LAWRENCE,28.5
2022,ILLINOIS,NORTHWEST,10,LEE,66.8
2021,ILLINOIS,NORTHWEST,10,LEE,67.6
2020,ILLINOIS,NORTHWEST,10,LEE,64.7
2019,ILLINOIS,NORTHWEST,10,LEE,59.7
2018,ILLINOIS,NORTHWEST,10,LEE,63.7
2017,ILLINOIS,NORTHWEST,10,LEE,59.4
2016,ILLINOIS,NORTHWEST,10,LEE,60.8
2015,ILLINOIS,NORTHWEST,10,LEE,60.5
2014,ILLINOIS,NORTHWEST,10,LEE,59.1
2013,ILLINOIS,NORTHWEST,10,LEE,53.8
2012,ILLINOIS,NORTHWEST,10,LEE,52.5
2011,ILLINOIS,NORTHWEST,10,LEE,59.6
2010,ILLINOIS,NORTHWEST,10,LEE,56.2
2009,ILLINOIS,NORTHWEST,10,LEE,45
2008,ILLINOIS,NORTHWEST,10,LEE,46
2007,ILLINOIS,NORTHWEST,10,LEE,49
2006,ILLINOIS,NORTHWEST,10,LEE,53
2005,ILLINOIS,NORTHWEST,10,LEE,47
2004,ILLINOIS,NORTHWEST,10,LEE,49
2003,ILLINOIS,NORTHWEST,10,LEE,30
2002,ILLINOIS,NORTHWEST,10,LEE,46
2001,ILLINOIS,NORTHWEST,10,LEE,46
2000,ILLINOIS,NORTHWEST,10,LEE,46
1999,ILLINOIS,NORTHWEST,10,LEE,47
1998,ILLINOIS,NORTHWEST,10,LEE,51.5
1997,ILLINOIS,NORTHWEST,10,LEE,47
1996,ILLINOIS,NORTHWEST,10,LEE,44
1995,ILLINOIS,NORTHWEST,10,LEE,44.5
1994,ILLINOIS,NORTHWEST,10,LEE,52.5
1993,ILLINOIS,NORTHWEST,10,LEE,44
1992,ILLINOIS,NORTHWEST,10,LEE,45.5
1991,ILLINOIS,NORTHWEST,10,LEE,44.5
1990,ILLINOIS,NORTHWEST,10,LEE,45
1989,ILLINOIS,NORTHWEST,10,LEE,44
1988,ILLINOIS,NORTHWEST,10,LEE,27.5
1987,ILLINOIS,NORTHWEST,10,LEE,42.5
1986,ILLINOIS,NORTHWEST,10,LEE,40
1985,ILLINOIS,NORTHWEST,10,LEE,44.5
1984,ILLINOIS,NORTHWEST,10,LEE,36.5
1983,ILLINOIS,NORTHWEST,10,LEE,40.5
1982,ILLINOIS,NORTHWEST,10,LEE,40
1981,ILLINOIS,NORTHWEST,10,LEE,44
1980,ILLINOIS,NORTHWEST,10,LEE,40
2022,ILLINOIS,EAST,50,LIVINGSTON,63.5
2021,ILLINOIS,EAST,50,LIVINGSTON,66
2020,ILLINOIS,EAST,50,LIVINGSTON,56
2019,ILLINOIS,EAST,50,LIVINGSTON,56.9
2018,ILLINOIS,EAST,50,LIVINGSTON,61
2017,ILLINOIS,EAST,50,LIVINGSTON,58.8
2016,ILLINOIS,EAST,50,LIVINGSTON,60.6
2015,ILLINOIS,EAST,50,LIVINGSTON,59.5
2014,ILLINOIS,EAST,50,LIVINGSTON,58.6
2013,ILLINOIS,EAST,50,LIVINGSTON,56.3
2012,ILLINOIS,EAST,50,LIVINGSTON,41.2
2011,ILLINOIS,EAST,50,LIVINGSTON,51.7
2010,ILLINOIS,EAST,50,LIVINGSTON,51.1
2009,ILLINOIS,EAST,50,LIVINGSTON,51
2008,ILLINOIS,EAST,50,LIVINGSTON,47
2007,ILLINOIS,EAST,50,LIVINGSTON,54
2006,ILLINOIS,EAST,50,LIVINGSTON,52
2005,ILLINOIS,EAST,50,LIVINGSTON,50
2004,ILLINOIS,EAST,50,LIVINGSTON,51
2003,ILLINOIS,EAST,50,LIVINGSTON,31
2002,ILLINOIS,EAST,50,LIVINGSTON,48
2001,ILLINOIS,EAST,50,LIVINGSTON,45
2000,ILLINOIS,EAST,50,LIVINGSTON,44
1999,ILLINOIS,EAST,50,LIVINGSTON,44
1998,ILLINOIS,EAST,50,LIVINGSTON,40
1997,ILLINOIS,EAST,50,LIVINGSTON,44.5
1996,ILLINOIS,EAST,50,LIVINGSTON,42.5
1995,ILLINOIS,EAST,50,LIVINGSTON,42.5
1994,ILLINOIS,EAST,50,LIVINGSTON,47.5
1993,ILLINOIS,EAST,50,LIVINGSTON,46
1992,ILLINOIS,EAST,50,LIVINGSTON,45.5
1991,ILLINOIS,EAST,50,LIVINGSTON,27.5
1990,ILLINOIS,EAST,50,LIVINGSTON,44
1989,ILLINOIS,EAST,50,LIVINGSTON,47
1988,ILLINOIS,EAST,50,LIVINGSTON,17
1987,ILLINOIS,EAST,50,LIVINGSTON,38
1986,ILLINOIS,EAST,50,LIVINGSTON,40
1985,ILLINOIS,EAST,50,LIVINGSTON,49
1984,ILLINOIS,EAST,50,LIVINGSTON,30
1983,ILLINOIS,EAST,50,LIVINGSTON,34.5
1982,ILLINOIS,EAST,50,LIVINGSTON,42.5
1981,ILLINOIS,EAST,50,LIVINGSTON,40.5
1980,ILLINOIS,EAST,50,LIVINGSTON,34
2022,ILLINOIS,CENTRAL,40,LOGAN,71.8
2020,ILLINOIS,CENTRAL,40,LOGAN,68.7
2018,ILLINOIS,CENTRAL,40,LOGAN,70.1
2017,ILLINOIS,CENTRAL,40,LOGAN,64.7
2016,ILLINOIS,CENTRAL,40,LOGAN,66.6
2015,ILLINOIS,CENTRAL,40,LOGAN,56.6
2014,ILLINOIS,CENTRAL,40,LOGAN,63.8
2013,ILLINOIS,CENTRAL,40,LOGAN,57.6
2012,ILLINOIS,CENTRAL,40,LOGAN,47.3
2011,ILLINOIS,CENTRAL,40,LOGAN,55.2
2010,ILLINOIS,CENTRAL,40,LOGAN,57.6
2009,ILLINOIS,CENTRAL,40,LOGAN,51
2008,ILLINOIS,CENTRAL,40,LOGAN,50
2007,ILLINOIS,CENTRAL,40,LOGAN,50
2006,ILLINOIS,CENTRAL,40,LOGAN,52
2005,ILLINOIS,CENTRAL,40,LOGAN,53
2004,ILLINOIS,CENTRAL,40,LOGAN,56
2003,ILLINOIS,CENTRAL,40,LOGAN,41
2002,ILLINOIS,CENTRAL,40,LOGAN,52
2001,ILLINOIS,CENTRAL,40,LOGAN,47
2000,ILLINOIS,CENTRAL,40,LOGAN,47
1999,ILLINOIS,CENTRAL,40,LOGAN,50
1998,ILLINOIS,CENTRAL,40,LOGAN,49
1997,ILLINOIS,CENTRAL,40,LOGAN,44.5
1996,ILLINOIS,CENTRAL,40,LOGAN,47
1995,ILLINOIS,CENTRAL,40,LOGAN,42.5
1994,ILLINOIS,CENTRAL,40,LOGAN,49.5
1993,ILLINOIS,CENTRAL,40,LOGAN,45.5
1992,ILLINOIS,CENTRAL,40,LOGAN,46.5
1991,ILLINOIS,CENTRAL,40,LOGAN,48.5
1990,ILLINOIS,CENTRAL,40,LOGAN,46
1989,ILLINOIS,CENTRAL,40,LOGAN,48
1988,ILLINOIS,CENTRAL,40,LOGAN,28.5
1987,ILLINOIS,CENTRAL,40,LOGAN,40
1986,ILLINOIS,CENTRAL,40,LOGAN,46.5
1985,ILLINOIS,CENTRAL,40,LOGAN,50
1984,ILLINOIS,CENTRAL,40,LOGAN,38.5
1983,ILLINOIS,CENTRAL,40,LOGAN,36
1982,ILLINOIS,CENTRAL,40,LOGAN,42.5
1981,ILLINOIS,CENTRAL,40,LOGAN,41.5
1980,ILLINOIS,CENTRAL,40,LOGAN,37
2022,ILLINOIS,CENTRAL,40,MACON,73.8
2021,ILLINOIS,CENTRAL,40,MACON,74.4
2020,ILLINOIS,CENTRAL,40,MACON,66.2
2019,ILLINOIS,CENTRAL,40,MACON,63.8
2018,ILLINOIS,CENTRAL,40,MACON,75.2
2017,ILLINOIS,CENTRAL,40,MACON,66.2
2016,ILLINOIS,CENTRAL,40,MACON,68.2
2015,ILLINOIS,CENTRAL,40,MACON,67.4
2014,ILLINOIS,CENTRAL,40,MACON,67.4
2013,ILLINOIS,CENTRAL,40,MACON,56.5
2012,ILLINOIS,CENTRAL,40,MACON,44.8
2011,ILLINOIS,CENTRAL,40,MACON,46.7
2010,ILLINOIS,CENTRAL,40,MACON,60.4
2009,ILLINOIS,CENTRAL,40,MACON,55
2008,ILLINOIS,CENTRAL,40,MACON,51
2007,ILLINOIS,CENTRAL,40,MACON,53
2006,ILLINOIS,CENTRAL,40,MACON,56
2005,ILLINOIS,CENTRAL,40,MACON,54
2004,ILLINOIS,CENTRAL,40,MACON,55
2003,ILLINOIS,CENTRAL,40,MACON,44
2002,ILLINOIS,CENTRAL,40,MACON,49
2001,ILLINOIS,CENTRAL,40,MACON,47
2000,ILLINOIS,CENTRAL,40,MACON,49
1999,ILLINOIS,CENTRAL,40,MACON,51
1998,ILLINOIS,CENTRAL,40,MACON,48.5
1997,ILLINOIS,CENTRAL,40,MACON,44.5
1996,ILLINOIS,CENTRAL,40,MACON,45
1995,ILLINOIS,CENTRAL,40,MACON,39.5
1994,ILLINOIS,CENTRAL,40,MACON,49
1993,ILLINOIS,CENTRAL,40,MACON,48
1992,ILLINOIS,CENTRAL,40,MACON,48.5
1991,ILLINOIS,CENTRAL,40,MACON,47
1990,ILLINOIS,CENTRAL,40,MACON,43
1989,ILLINOIS,CENTRAL,40,MACON,44.5
1988,ILLINOIS,CENTRAL,40,MACON,30
1987,ILLINOIS,CENTRAL,40,MACON,42.5
1986,ILLINOIS,CENTRAL,40,MACON,45.5
1985,ILLINOIS,CENTRAL,40,MACON,49.5
1984,ILLINOIS,CENTRAL,40,MACON,34
1983,ILLINOIS,CENTRAL,40,MACON,32.5
1982,ILLINOIS,CENTRAL,40,MACON,41.5
1981,ILLINOIS,CENTRAL,40,MACON,41.5
1980,ILLINOIS,CENTRAL,40,MACON,34.5
2022,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,65.1
2021,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,70.8
2020,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,67.4
2019,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,58.3
2018,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,69.7
2017,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,61.3
2016,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,63.4
2015,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,55
2014,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,58
2013,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,49.1
2012,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,46
2011,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,40.2
2010,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,55.3
2009,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,42
2008,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,46
2007,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,37
2006,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,47
2005,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,43
2004,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,50
2003,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,43
2002,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,49
2001,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,43
2000,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,46
1999,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,38
1998,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,42.5
1997,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,40
1996,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,41
1995,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,38.5
1994,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,44.5
1993,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,43.5
1992,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,44.5
1991,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,40.5
1990,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,34
1989,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,41
1988,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,28.5
1987,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,34
1986,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,40
1985,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,41.5
1984,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,32
1983,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,21.5
1982,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,38
1981,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,39
1980,ILLINOIS,WEST SOUTHWEST,60,MACOUPIN,31.5
2022,ILLINOIS,WEST SOUTHWEST,60,MADISON,59.6
2021,ILLINOIS,WEST SOUTHWEST,60,MADISON,61
2020,ILLINOIS,WEST SOUTHWEST,60,MADISON,58.5
2019,ILLINOIS,WEST SOUTHWEST,60,MADISON,56.6
2018,ILLINOIS,WEST SOUTHWEST,60,MADISON,62.5
2017,ILLINOIS,WEST SOUTHWEST,60,MADISON,56.7
2016,ILLINOIS,WEST SOUTHWEST,60,MADISON,54.7
2015,ILLINOIS,WEST SOUTHWEST,60,MADISON,55.1
2014,ILLINOIS,WEST SOUTHWEST,60,MADISON,52.7
2013,ILLINOIS,WEST SOUTHWEST,60,MADISON,43.2
2012,ILLINOIS,WEST SOUTHWEST,60,MADISON,36.4
2011,ILLINOIS,WEST SOUTHWEST,60,MADISON,34.8
2010,ILLINOIS,WEST SOUTHWEST,60,MADISON,50.1
2009,ILLINOIS,WEST SOUTHWEST,60,MADISON,41
2008,ILLINOIS,WEST SOUTHWEST,60,MADISON,47
2007,ILLINOIS,WEST SOUTHWEST,60,MADISON,31
2006,ILLINOIS,WEST SOUTHWEST,60,MADISON,33
2005,ILLINOIS,WEST SOUTHWEST,60,MADISON,41
2004,ILLINOIS,WEST SOUTHWEST,60,MADISON,46
2003,ILLINOIS,WEST SOUTHWEST,60,MADISON,37
2002,ILLINOIS,WEST SOUTHWEST,60,MADISON,45
2001,ILLINOIS,WEST SOUTHWEST,60,MADISON,41
2000,ILLINOIS,WEST SOUTHWEST,60,MADISON,40
1999,ILLINOIS,WEST SOUTHWEST,60,MADISON,35
1998,ILLINOIS,WEST SOUTHWEST,60,MADISON,40
1997,ILLINOIS,WEST SOUTHWEST,60,MADISON,37.5
1996,ILLINOIS,WEST SOUTHWEST,60,MADISON,38
1995,ILLINOIS,WEST SOUTHWEST,60,MADISON,31.5
1994,ILLINOIS,WEST SOUTHWEST,60,MADISON,38
1993,ILLINOIS,WEST SOUTHWEST,60,MADISON,39.5
1992,ILLINOIS,WEST SOUTHWEST,60,MADISON,38
1991,ILLINOIS,WEST SOUTHWEST,60,MADISON,35
1990,ILLINOIS,WEST SOUTHWEST,60,MADISON,31
1989,ILLINOIS,WEST SOUTHWEST,60,MADISON,34.5
1988,ILLINOIS,WEST SOUTHWEST,60,MADISON,26
1987,ILLINOIS,WEST SOUTHWEST,60,MADISON,30.5
1986,ILLINOIS,WEST SOUTHWEST,60,MADISON,36
1985,ILLINOIS,WEST SOUTHWEST,60,MADISON,33.5
1984,ILLINOIS,WEST SOUTHWEST,60,MADISON,27
1983,ILLINOIS,WEST SOUTHWEST,60,MADISON,22.5
1982,ILLINOIS,WEST SOUTHWEST,60,MADISON,35.5
1981,ILLINOIS,WEST SOUTHWEST,60,MADISON,38
1980,ILLINOIS,WEST SOUTHWEST,60,MADISON,31
2022,ILLINOIS,EAST SOUTHEAST,70,MARION,54.3
2021,ILLINOIS,EAST SOUTHEAST,70,MARION,60.1
2020,ILLINOIS,EAST SOUTHEAST,70,MARION,54.9
2019,ILLINOIS,EAST SOUTHEAST,70,MARION,46.5
2018,ILLINOIS,EAST SOUTHEAST,70,MARION,60.5
2017,ILLINOIS,EAST SOUTHEAST,70,MARION,45.9
2016,ILLINOIS,EAST SOUTHEAST,70,MARION,53.3
2015,ILLINOIS,EAST SOUTHEAST,70,MARION,48.1
2014,ILLINOIS,EAST SOUTHEAST,70,MARION,50.6
2013,ILLINOIS,EAST SOUTHEAST,70,MARION,42.5
2012,ILLINOIS,EAST SOUTHEAST,70,MARION,27.7
2011,ILLINOIS,EAST SOUTHEAST,70,MARION,38
2010,ILLINOIS,EAST SOUTHEAST,70,MARION,47.3
2009,ILLINOIS,EAST SOUTHEAST,70,MARION,34
2008,ILLINOIS,EAST SOUTHEAST,70,MARION,45
2007,ILLINOIS,EAST SOUTHEAST,70,MARION,28
2006,ILLINOIS,EAST SOUTHEAST,70,MARION,38
2005,ILLINOIS,EAST SOUTHEAST,70,MARION,43
2004,ILLINOIS,EAST SOUTHEAST,70,MARION,46
2003,ILLINOIS,EAST SOUTHEAST,70,MARION,28
2002,ILLINOIS,EAST SOUTHEAST,70,MARION,28
2001,ILLINOIS,EAST SOUTHEAST,70,MARION,40
2000,ILLINOIS,EAST SOUTHEAST,70,MARION,41
1999,ILLINOIS,EAST SOUTHEAST,70,MARION,37
1998,ILLINOIS,EAST SOUTHEAST,70,MARION,35.5
1997,ILLINOIS,EAST SOUTHEAST,70,MARION,35
1996,ILLINOIS,EAST SOUTHEAST,70,MARION,27
1995,ILLINOIS,EAST SOUTHEAST,70,MARION,28
1994,ILLINOIS,EAST SOUTHEAST,70,MARION,33
1993,ILLINOIS,EAST SOUTHEAST,70,MARION,36.5
1992,ILLINOIS,EAST SOUTHEAST,70,MARION,33
1991,ILLINOIS,EAST SOUTHEAST,70,MARION,27.5
1990,ILLINOIS,EAST SOUTHEAST,70,MARION,25.5
1989,ILLINOIS,EAST SOUTHEAST,70,MARION,28.5
1988,ILLINOIS,EAST SOUTHEAST,70,MARION,24.5
1987,ILLINOIS,EAST SOUTHEAST,70,MARION,29
1986,ILLINOIS,EAST SOUTHEAST,70,MARION,31.5
1985,ILLINOIS,EAST SOUTHEAST,70,MARION,33.5
1984,ILLINOIS,EAST SOUTHEAST,70,MARION,20.5
1983,ILLINOIS,EAST SOUTHEAST,70,MARION,13.5
1982,ILLINOIS,EAST SOUTHEAST,70,MARION,33
1981,ILLINOIS,EAST SOUTHEAST,70,MARION,33
1980,ILLINOIS,EAST SOUTHEAST,70,MARION,23
2022,ILLINOIS,CENTRAL,40,MARSHALL,64.1
2020,ILLINOIS,CENTRAL,40,MARSHALL,63.1
2019,ILLINOIS,CENTRAL,40,MARSHALL,53.8
2018,ILLINOIS,CENTRAL,40,MARSHALL,65.5
2017,ILLINOIS,CENTRAL,40,MARSHALL,60.1
2016,ILLINOIS,CENTRAL,40,MARSHALL,63.3
2015,ILLINOIS,CENTRAL,40,MARSHALL,60.1
2014,ILLINOIS,CENTRAL,40,MARSHALL,60.5
2013,ILLINOIS,CENTRAL,40,MARSHALL,54
2012,ILLINOIS,CENTRAL,40,MARSHALL,45
2011,ILLINOIS,CENTRAL,40,MARSHALL,55.9
2010,ILLINOIS,CENTRAL,40,MARSHALL,53.2
2009,ILLINOIS,CENTRAL,40,MARSHALL,46
